cmd,rpm_fitted
0.0,3.6546734920350596
0.010101010101010102,3.849204248416343
0.020202020202020204,4.043735004797626
0.030303030303030304,4.2382657611789085
0.04040404040404041,4.432796517560192
0.05050505050505051,4.627327273941475
0.06060606060606061,4.821858030322758
0.07070707070707072,5.0163887867040415
0.08080808080808081,5.210919543085325
0.09090909090909091,5.405450299466607
0.10101010101010102,5.59998105584789
0.11111111111111112,5.794511812229174
0.12121212121212122,5.989042568610456
0.13131313131313133,6.183573324991739
0.14141414141414144,6.3781040813730225
0.15151515151515152,6.572634837754306
0.16161616161616163,6.767165594135589
0.17171717171717174,6.961696350516872
0.18181818181818182,7.1562271068981556
0.19191919191919193,7.350757863279439
0.20202020202020204,7.545288619660722
0.21212121212121213,7.739819376042004
0.22222222222222224,7.934350132423288
0.23232323232323235,8.12888088880457
0.24242424242424243,8.323411645185853
0.25252525252525254,8.517942401567137
0.26262626262626265,8.71247315794842
0.27272727272727276,8.907003914329703
0.2828282828282829,9.101534670710986
0.29292929292929293,9.29606542709227
0.30303030303030304,9.490596183473553
0.31313131313131315,9.685126939854836
0.32323232323232326,9.87965769623612
0.33333333333333337,10.074188452617403
0.3434343434343435,10.268719208998686
0.3535353535353536,10.463249965379969
0.36363636363636365,10.65778072176125
0.37373737373737376,10.852311478142534
0.38383838383838387,11.046842234523817
0.393939393939394,11.2413729909051
0.4040404040404041,11.435903747286384
0.4141414141414142,11.630434503667667
0.42424242424242425,11.824965260048948
0.43434343434343436,12.019496016430232
0.4444444444444445,12.214026772811515
0.4545454545454546,12.408557529192798
0.4646464646464647,12.603088285574081
0.4747474747474748,12.797619041955365
0.48484848484848486,12.992149798336648
0.494949494949495,13.186680554717931
0.5050505050505051,13.381211311099214
0.5151515151515152,13.575742067480498
0.5252525252525253,13.77027282386178
0.5353535353535354,13.964803580243064
0.5454545454545455,14.159334336624347
0.5555555555555556,14.35386509300563
0.5656565656565657,14.548395849386914
0.5757575757575758,14.742926605768197
0.5858585858585859,14.937457362149477
0.595959595959596,15.131988118530764
0.6060606060606061,15.326518874912043
0.6161616161616162,15.52104963129333
0.6262626262626263,15.71558038767461
0.6363636363636365,15.910111144055897
0.6464646464646465,16.104641900437176
0.6565656565656566,16.29917265681846
0.6666666666666667,16.493703413199743
0.6767676767676768,16.688234169581026
0.686868686868687,16.88276492596231
0.696969696969697,17.077295682343593
0.7070707070707072,17.271826438724876
0.7171717171717172,17.46635719510616
0.7272727272727273,17.660887951487442
0.7373737373737375,17.855418707868726
0.7474747474747475,18.04994946425001
0.7575757575757577,18.244480220631292
0.7676767676767677,18.439010977012575
0.7777777777777778,18.633541733393855
0.787878787878788,18.828072489775142
0.797979797979798,19.02260324615642
0.8080808080808082,19.21713400253771
0.8181818181818182,19.411664758918988
0.8282828282828284,19.606195515300275
0.8383838383838385,19.800726271681555
0.8484848484848485,19.995257028062838
0.8585858585858587,20.18978778444412
0.8686868686868687,20.384318540825404
0.8787878787878789,20.578849297206688
0.888888888888889,20.77338005358797
0.8989898989898991,20.967910809969254
0.9090909090909092,21.162441566350537
0.9191919191919192,21.35697232273182
0.9292929292929294,21.551503079113104
0.9393939393939394,21.746033835494387
0.9494949494949496,21.94056459187567
0.9595959595959597,22.135095348256954
0.9696969696969697,22.329626104638233
0.9797979797979799,22.52415686101952
0.98989898989899,22.7186876174008
1.0,22.913218373782083
